group,key,id,desc,column_name_regex,validation
currencies,south sudan/south sudanese pound,SSP,south sudan - south sudanese pound,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,spain/euro,EUR,spain - euro,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,sri lanka/sri lanka rupee,LKR,sri lanka - sri lanka rupee,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,sudan (the)/sudanese pound,SDG,sudan (the) - sudanese pound,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,suriname/surinam dollar,SRD,suriname - surinam dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,svalbard and jan mayen/norwegian krone,NOK,svalbard and jan mayen - norwegian krone,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,swaziland/lilangeni,SZL,swaziland - lilangeni,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,sweden/swedish krona,SEK,sweden - swedish krona,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,switzerland/swiss franc,CHF,switzerland - swiss franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,switzerland/wir euro,CHE,switzerland - wir euro,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,switzerland/wir franc,CHW,switzerland - wir franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,syrian arab republic/syrian pound,SYP,syrian arab republic - syrian pound,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,taiwan (province of china)/new taiwan dollar,TWD,taiwan (province of china) - new taiwan dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,tajikistan/somoni,TJS,tajikistan - somoni,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,"tanzania, united republic of/tanzanian shilling",TZS,"tanzania, united republic of - tanzanian shilling",(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,thailand/baht,THB,thailand - baht,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,timor-leste/us dollar,USD,timor-leste - us dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,togo/cfa franc bceao,XOF,togo - cfa franc bceao,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,tokelau/new zealand dollar,NZD,tokelau - new zealand dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,tonga/paâ€™anga,TOP,tonga - paâ€™anga,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,trinidad and tobago/trinidad and tobago dollar,TTD,trinidad and tobago - trinidad and tobago dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,tunisia/tunisian dinar,TND,tunisia - tunisian dinar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,turkey/turkish lira,TRY,turkey - turkish lira,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,turkmenistan/turkmenistan new manat,TMT,turkmenistan - turkmenistan new manat,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,turks and caicos islands (the)/us dollar,USD,turks and caicos islands (the) - us dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,tuvalu/australian dollar,AUD,tuvalu - australian dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,uganda/uganda shilling,UGX,uganda - uganda shilling,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,ukraine/hryvnia,UAH,ukraine - hryvnia,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,united arab emirates (the)/uae dirham,AED,united arab emirates (the) - uae dirham,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,united kingdom of great britain and northern ireland (the)/pound sterling,GBP,united kingdom of great britain and northern ireland (the) - pound sterling,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,united states minor outlying islands (the)/us dollar,USD,united states minor outlying islands (the) - us dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,united states of america (the)/us dollar,USD,united states of america (the) - us dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,united states of america (the)/us dollar (next day),USN,united states of america (the) - us dollar (next day),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,uruguay/peso uruguayo,UYU,uruguay - peso uruguayo,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,uruguay/uruguay peso en unidades indexadas (uruiurui),UYI,uruguay - uruguay peso en unidades indexadas (uruiurui),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,uzbekistan/uzbekistan sum,UZS,uzbekistan - uzbekistan sum,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,vanuatu/vatu,VUV,vanuatu - vatu,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,venezuela (bolivarian republic of)/bolã­var,VEF,venezuela (bolivarian republic of) - bolã­var,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,viet nam/dong,VND,viet nam - dong,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,virgin islands (british)/us dollar,USD,virgin islands (british) - us dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,virgin islands (u.s.)/us dollar,USD,virgin islands (u.s.) - us dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,wallis and futuna/cfp franc,XPF,wallis and futuna - cfp franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,western sahara/moroccan dirham,MAD,western sahara - moroccan dirham,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,yemen/yemeni rial,YER,yemen - yemeni rial,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zambia/zambian kwacha,ZMW,zambia - zambian kwacha,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zimbabwe/zimbabwe dollar,ZWL,zimbabwe - zimbabwe dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz01_bond markets unit european_eurco/bond markets unit european composite unit (eurco),XBA,zz01_bond markets unit european_eurco - bond markets unit european composite unit (eurco),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz02_bond markets unit european_emu-6/bond markets unit european monetary unit (e.m.u.-6),XBB,zz02_bond markets unit european_emu-6 - bond markets unit european monetary unit (e.m.u.-6),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz03_bond markets unit european_eua-9/bond markets unit european unit of account 9 (e.u.a.-9),XBC,zz03_bond markets unit european_eua-9 - bond markets unit european unit of account 9 (e.u.a.-9),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz04_bond markets unit european_eua-17/bond markets unit european unit of account 17 (e.u.a.-17),XBD,zz04_bond markets unit european_eua-17 - bond markets unit european unit of account 17 (e.u.a.-17),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz06_testing_code/codes specifically reserved for testing purposes,XTS,zz06_testing_code - codes specifically reserved for testing purposes,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz07_no_currency/the codes assigned for transactions where no currency is involved,XXX,zz07_no_currency - the codes assigned for transactions where no currency is involved,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz08_gold/gold,XAU,zz08_gold - gold,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz09_palladium/palladium,XPD,zz09_palladium - palladium,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz10_platinum/platinum,XPT,zz10_platinum - platinum,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz11_silver/silver,XAG,zz11_silver - silver,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,afghanistan/afghani,AFA,afghanistan - afghani,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,ãƒâ€¦land islands/markka,FIM,ãƒâ€¦land islands - markka,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,albania/old lek,ALK,albania - old lek,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,andorra/andorran peseta,ADP,andorra - andorran peseta,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,andorra/spanish peseta,ESP,andorra - spanish peseta,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,andorra/french franc,FRF,andorra - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,angola/kwanza,AOK,angola - kwanza,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,angola/new kwanza,AON,angola - new kwanza,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,angola/kwanza reajustado,AOR,angola - kwanza reajustado,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,argentina/austral,ARA,argentina - austral,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,argentina/peso argentino,ARP,argentina - peso argentino,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,argentina/peso,ARY,argentina - peso,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,armenia/russian ruble,RUR,armenia - russian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,austria/schilling,ATS,austria - schilling,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,azerbaijan/azerbaijan manat,AYM,azerbaijan - azerbaijan manat,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,azerbaijan/azerbaijanian manat,AZM,azerbaijan - azerbaijanian manat,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,azerbaijan/russian ruble,RUR,azerbaijan - russian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,belarus/belarusian ruble,BYR,belarus - belarusian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,belarus/belarusian ruble,BYB,belarus - belarusian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,belarus/russian ruble,RUR,belarus - russian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,belgium/convertible franc,BEC,belgium - convertible franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,belgium/belgian franc,BEF,belgium - belgian franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,belgium/financial franc,BEL,belgium - financial franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,bolivia/peso boliviano,BOP,bolivia - peso boliviano,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,bosnia and herzegovina/dinar,BAD,bosnia and herzegovina - dinar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,brazil/cruzeiro,BRB,brazil - cruzeiro,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,brazil/cruzado,BRC,brazil - cruzado,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,brazil/cruzeiro,BRE,brazil - cruzeiro,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,brazil/new cruzado,BRN,brazil - new cruzado,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,brazil/cruzeiro real,BRR,brazil - cruzeiro real,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,bulgaria/lev a/52,BGJ,bulgaria - lev a/52,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,bulgaria/lev a/62,BGK,bulgaria - lev a/62,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,bulgaria/lev,BGL,bulgaria - lev,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,burmaã‚/kyat,BUK,burmaã‚ - kyat,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,croatia/croatian dinar,HRD,croatia - croatian dinar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,croatia/croatian kuna,HRK,croatia - croatian kuna,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,cyprus/cyprus pound,CYP,cyprus - cyprus pound,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,czechoslovakia/krona a/53,CSJ,czechoslovakia - krona a/53,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,czechoslovakia/koruna,CSK,czechoslovakia - koruna,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,ecuador/sucre,ECS,ecuador - sucre,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,ecuador/unidad de valor constante (uvc),ECV,ecuador - unidad de valor constante (uvc),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,equatorial guinea/ekwele,GQE,equatorial guinea - ekwele,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,estonia/kroon,EEK,estonia - kroon,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,european monetary co-operation fund (emcf)/european currency unit (e.c.u),XEU,european monetary co-operation fund (emcf) - european currency unit (e.c.u),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,finland/markka,FIM,finland - markka,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,france/french franc,FRF,france - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,french  guiana/french franc,FRF,french  guiana - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,french southern territories/french franc,FRF,french southern territories - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,georgia/georgian coupon,GEK,georgia - georgian coupon,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,georgia/russian ruble,RUR,georgia - russian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,german democratic republic/mark der ddr,DDM,german democratic republic - mark der ddr,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,germany/deutsche mark,DEM,germany - deutsche mark,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,ghana/cedi,GHC,ghana - cedi,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,ghana/ghana cedi,GHP,ghana - ghana cedi,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,greece/drachma,GRD,greece - drachma,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,guadeloupe/french franc,FRF,guadeloupe - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,guinea/syli,GNE,guinea - syli,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,guinea/syli,GNS,guinea - syli,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,guinea-bissau/guinea escudo,GWE,guinea-bissau - guinea escudo,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,guinea-bissau/guinea-bissau peso,GWP,guinea-bissau - guinea-bissau peso,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,holy see (vatican city state)/italian lira,ITL,holy see (vatican city state) - italian lira,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,iceland/old krona,ISJ,iceland - old krona,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,ireland/irish pound,IEP,ireland - irish pound,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,israel/pound,ILP,israel - pound,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,israel/old shekel,ILR,israel - old shekel,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,italy/italian lira,ITL,italy - italian lira,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,kazakhstan/russian ruble,RUR,kazakhstan - russian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,kyrgyzstan/russian ruble,RUR,kyrgyzstan - russian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,lao/pathet lao kip,LAJ,lao - pathet lao kip,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,latvia/latvian lats,LVL,latvia - latvian lats,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,latvia/latvian ruble,LVR,latvia - latvian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,lesotho/loti,LSM,lesotho - loti,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,lesotho/financial rand,ZAL,lesotho - financial rand,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,lithuania/lithuanian litas,LTL,lithuania - lithuanian litas,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,lithuania/talonas,LTT,lithuania - talonas,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,luxembourg/luxembourg convertible franc,LUC,luxembourg - luxembourg convertible franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,luxembourg/luxembourg franc,LUF,luxembourg - luxembourg franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,luxembourg/luxembourg financial franc,LUL,luxembourg - luxembourg financial franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,madagascar/malagasy franc,MGF,madagascar - malagasy franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,malawi/kwacha,MWK,malawi - kwacha,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,maldives/maldive rupee,MVQ,maldives - maldive rupee,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,mali/mali franc,MLF,mali - mali franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,malta/maltese lira,MTL,malta - maltese lira,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,malta/maltese pound,MTP,malta - maltese pound,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,martinique/french franc,FRF,martinique - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,mayotte/french franc,FRF,mayotte - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,mexico/mexican peso,MXP,mexico - mexican peso,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,"moldova, republic of/russian ruble",RUR,"moldova, republic of - russian ruble",(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,monaco/french franc,FRF,monaco - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,mozambique/mozambique escudo,MZE,mozambique - mozambique escudo,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,mozambique/mozambique metical,MZM,mozambique - mozambique metical,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,netherlands/netherlands guilder,NLG,netherlands - netherlands guilder,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,netherlands antilles/netherlands antillean guilder,ANG,netherlands antilles - netherlands antillean guilder,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,nicaragua/cordoba,NIC,nicaragua - cordoba,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,peru/nuevo sol,PEN,peru - nuevo sol,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,peru/sol,PEH,peru - sol,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,peru/inti,PEI,peru - inti,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,peru/sol,PES,peru - sol,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,poland/zloty,PLZ,poland - zloty,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,portugal/portuguese escudo,PTE,portugal - portuguese escudo,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,rãƒâ€°union/french franc,FRF,rãƒâ€°union - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,romania/leu a/52,ROK,romania - leu a/52,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,romania/new romanian leu,RON,romania - new romanian leu,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,romania/old leu,ROL,romania - old leu,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,russian federation/russian ruble,RUR,russian federation - russian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,saint martin/french franc,FRF,saint martin - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,saint pierre and miquelon/french franc,FRF,saint pierre and miquelon - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,saint-barthãƒâ€°lemy/french franc,FRF,saint-barthãƒâ€°lemy - french franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,san marino/italian lira,ITL,san marino - italian lira,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,serbia and montenegro/serbian dinar,CSD,serbia and montenegro - serbian dinar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,serbia and montenegro/euro,EUR,serbia and montenegro - euro,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,slovakia/slovak koruna,SKK,slovakia - slovak koruna,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,slovenia/tolar,SIT,slovenia - tolar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,south africa/financial rand,ZAL,south africa - financial rand,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,south sudan/sudanese pound,SDG,south sudan - sudanese pound,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,southern rhodesiaã‚/rhodesian dollar,RHD,southern rhodesiaã‚ - rhodesian dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,spain/spanish peseta,ESA,spain - spanish peseta,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,"spain/""a"" account (convertible peseta account)",ESB,"spain - ""a"" account (convertible peseta account)",(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,spain/spanish peseta,ESP,spain - spanish peseta,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,sudan/sudanese dinar,SDD,sudan - sudanese dinar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,sudan/sudanese pound,SDP,sudan - sudanese pound,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,suriname/surinam guilder,SRG,suriname - surinam guilder,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,switzerland/wir franc (for electronic),CHC,switzerland - wir franc (for electronic),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,tajikistan/russian ruble,RUR,tajikistan - russian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,tajikistan/tajik ruble,TJR,tajikistan - tajik ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,timor-leste/rupiah,IDR,timor-leste - rupiah,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,timor-leste/timor escudo,TPE,timor-leste - timor escudo,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,turkey/old turkish lira,TRL,turkey - old turkish lira,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,turkey/new turkish lira,TRY,turkey - new turkish lira,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,turkmenistan/russian ruble,RUR,turkmenistan - russian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,turkmenistan/turkmenistan manat,TMM,turkmenistan - turkmenistan manat,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,uganda/uganda shilling,UGS,uganda - uganda shilling,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,uganda/old shilling,UGW,uganda - old shilling,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,ukraine/karbovanet,UAK,ukraine - karbovanet,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,union of soviet socialist republics/rouble,SUR,union of soviet socialist republics - rouble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,united states/us dollar (same day),USS,united states - us dollar (same day),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,uruguay/old uruguay peso,UYN,uruguay - old uruguay peso,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,uruguay/uruguayan peso,UYP,uruguay - uruguayan peso,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,uzbekistan/russian ruble,RUR,uzbekistan - russian ruble,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,venezuela/bolivar,VEB,venezuela - bolivar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,venezuela/bolivar fuerte,VEF,venezuela - bolivar fuerte,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,venezuela (bolivarian republic of)/bolivar,VEF,venezuela (bolivarian republic of) - bolivar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,vietnam/old dong,VNC,vietnam - old dong,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,"yemen, democratic/yemeni dinar",YDD,"yemen, democratic - yemeni dinar",(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,yugoslavia/new yugoslavian dinar,YUD,yugoslavia - new yugoslavian dinar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,yugoslavia/new dinar,YUM,yugoslavia - new dinar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,yugoslavia/yugoslavian dinar,YUN,yugoslavia - yugoslavian dinar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zaire/new zaire,ZRN,zaire - new zaire,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zaire/zaire,ZRZ,zaire - zaire,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zambia/zambian kwacha,ZMK,zambia - zambian kwacha,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zimbabwe/rhodesian dollar,ZWC,zimbabwe - rhodesian dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zimbabwe/zimbabwe dollar (old),ZWD,zimbabwe - zimbabwe dollar (old),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zimbabwe/zimbabwe dollar,ZWD,zimbabwe - zimbabwe dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zimbabwe/zimbabwe dollar (new),ZWN,zimbabwe - zimbabwe dollar (new),(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zimbabwe/zimbabwe dollar,ZWR,zimbabwe - zimbabwe dollar,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz01_gold-franc/gold-franc,XFO,zz01_gold-franc - gold-franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz02_rinet funds code/rinet funds code,XRE,zz02_rinet funds code - rinet funds code,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
currencies,zz05_uic-franc/uic-franc,XFU,zz05_uic-franc - uic-franc,(acc|loc|reins)currency$,func:oedtools.is_iso4217_currency
